Customer ID,Customer Name,Segment,Region,Sales,Profit,Order ID,Profit Margin
AD-10180,Alan Dominguez,Home Office,East,1152.982,342.6169,6,31.958333333333332
AD-10180,Alan Dominguez,Home Office,West,4353.34,1535.8919,5,34.4
AF-10870,Art Ferguson,Consumer,Central,345.656,-98.28410000000001,5,-80.072
AF-10870,Art Ferguson,Consumer,East,1562.086,356.8186,6,24.761666666666667
AF-10870,Art Ferguson,Consumer,South,47.328,14.872,2,6.25
AF-10870,Art Ferguson,Consumer,West,97.838,44.5647,3,37.416666666666664
AF-10885,Art Foster,Consumer,East,489.905,-264.30289999999997,5,-28.065999999999995
AF-10885,Art Foster,Consumer,South,371.65999999999997,101.18539999999999,2,27.5
AG-10270,Alejandro Grove,Consumer,Central,2374.73,696.2947,10,29.8
AG-10270,Alejandro Grove,Consumer,East,152.668,26.455199999999998,3,21.0
AG-10270,Alejandro Grove,Consumer,West,55.5,9.99,1,18.0
AG-10300,Aleksandra Gannaway,Corporate,East,81.94,20.485,1,25.0
AG-10300,Aleksandra Gannaway,Corporate,West,285.608,38.803399999999996,4,24.0625
AG-10330,Alex Grayson,Consumer,Central,356.95000000000005,87.5615,5,-4.8
AG-10330,Alex Grayson,Consumer,South,12.672,1.4256,1,11.25
AG-10330,Alex Grayson,Consumer,West,291.35,-94.1242,3,3.4166666666666665
AG-10390,Allen Goldenen,Consumer,East,47.150999999999996,-0.3498000000000001,4,-16.29
AG-10390,Allen Goldenen,Consumer,South,134.034,61.32899999999999,3,34.25
AG-10390,Allen Goldenen,Consumer,West,19.76,8.2992,1,42.0
AG-10495,Andrew Gjertsen,Corporate,Central,915.4590000000001,103.52019999999999,5,23.156
AG-10495,Andrew Gjertsen,Corporate,East,114.376,24.6492,4,28.125
AG-10495,Andrew Gjertsen,Corporate,South,1129.828,165.7093,8,11.58375
AG-10495,Andrew Gjertsen,Corporate,West,197.192,1.788100000000001,4,12.5
AG-10525,Andy Gerbode,Corporate,Central,559.71,-121.2705,1,-21.67
AG-10525,Andy Gerbode,Corporate,East,654.7719999999999,-80.6772,5,17.35
AG-10525,Andy Gerbode,Corporate,South,240.55599999999998,49.1864,3,31.166666666666668
AG-10675,Anna Gayman,Consumer,Central,2894.3596000000002,-369.7284,7,1.1285714285714283
AG-10675,Anna Gayman,Consumer,South,594.68,123.3027,8,24.75
AG-10765,Anthony Garverick,Home Office,Central,51.592,-60.8566,3,-94.0
AG-10765,Anthony Garverick,Home Office,East,5.892,-4.1244,1,-70.0
AG-10765,Anthony Garverick,Home Office,South,113.1,56.55,1,50.0
AG-10900,Arthur Gainer,Consumer,Central,1372.166,94.36740000000002,5,-6.628
AG-10900,Arthur Gainer,Consumer,East,259.942,45.600300000000004,4,30.5625
AG-10900,Arthur Gainer,Consumer,South,496.51,33.7185,3,18.166666666666668
AG-10900,Arthur Gainer,Consumer,West,2382.179,169.9962,9,5.973333333333333
AH-10030,Aaron Hawkins,Corporate,East,330.12600000000003,147.29299999999998,5,34.85
AH-10030,Aaron Hawkins,Corporate,South,86.45,38.038,1,44.0
AH-10030,Aaron Hawkins,Corporate,West,1328.124,179.88420000000002,5,24.65
AH-10075,Adam Hart,Corporate,Central,217.44,11.933999999999997,2,15.625
AH-10075,Adam Hart,Corporate,East,2214.047,191.5114,10,6.971000000000001
AH-10075,Adam Hart,Corporate,South,355.0799999999999,-21.5316,3,18.0
AH-10075,Adam Hart,Corporate,West,463.77,99.2752,5,36.4
AH-10120,Adrian Hane,Home Office,Central,224.56,51.2898,4,-27.1875
AH-10120,Adrian Hane,Home Office,South,201.09,58.1931,2,28.5
AH-10120,Adrian Hane,Home Office,West,1309.864,-111.79749999999999,10,-0.4670000000000002
AH-10195,Alan Haines,Corporate,Central,16.03,-25.648,1,-160.0
AH-10195,Alan Haines,Corporate,East,161.356,-3.5323999999999995,4,10.715
AH-10195,Alan Haines,Corporate,South,1410.066,-349.3705,3,-25.14
AH-10210,Alan Hwang,Consumer,Central,195.96,19.596,1,10.0
AH-10210,Alan Hwang,Consumer,East,801.988,233.9924,3,32.583333333333336
AH-10210,Alan Hwang,Consumer,South,1942.996,867.5466,3,37.25
AH-10210,Alan Hwang,Consumer,West,1864.3999999999999,187.4196,6,28.333333333333332
AH-10465,Amy Hunt,Consumer,Central,1757.8536,-352.0866,3,0.049999999999999524
AH-10465,Amy Hunt,Consumer,East,562.5500000000001,140.8633,2,25.5
AH-10465,Amy Hunt,Consumer,South,103.89999999999999,16.880399999999998,2,28.625
AH-10465,Amy Hunt,Consumer,West,71.088,-1.7772,1,-2.5
AH-10585,Angele Hood,Consumer,Central,15.984,4.995,1,31.25
AH-10585,Angele Hood,Consumer,South,239.24,23.924,1,10.0
AH-10585,Angele Hood,Consumer,West,483.28,55.044,3,17.666666666666668
AH-10690,Anna Häberlin,Corporate,Central,1135.394,150.90300000000002,6,-34.166666666666664
AH-10690,Anna Häberlin,Corporate,East,70.88,33.3136,1,47.0
AH-10690,Anna Häberlin,Corporate,South,5369.6759999999995,1095.3473000000001,13,7.313846153846153
AH-10690,Anna Häberlin,Corporate,West,1312.344,18.4527,3,10.25
AI-10855,Arianne Irving,Consumer,East,70.366,-5.8916,2,16.855
AI-10855,Arianne Irving,Consumer,South,504.9,80.784,1,16.0
AI-10855,Arianne Irving,Consumer,West,3800.52,792.8347,15,34.15
AJ-10780,Anthony Jacobs,Corporate,East,4486.4439999999995,16.86850000000004,10,21.532999999999998
AJ-10780,Anthony Jacobs,Corporate,South,62.263999999999996,16.9543,3,3.776666666666666
AJ-10780,Anthony Jacobs,Corporate,West,318.636,116.8902,2,42.625
AJ-10795,Anthony Johnson,Corporate,East,4.992,1.6848,1,33.75
AJ-10795,Anthony Johnson,Corporate,South,1725.844,384.469,8,16.59375
AJ-10795,Anthony Johnson,Corporate,West,2770.5550000000003,772.5526,12,32.30416666666667
AJ-10945,Ashley Jarboe,Consumer,Central,1715.16,489.9664,6,30.666666666666668
AJ-10945,Ashley Jarboe,Consumer,South,19.456,3.4048,1,17.5
AJ-10945,Ashley Jarboe,Consumer,West,104.624,27.764,3,25.0
AJ-10960,Astrea Jones,Consumer,East,618.608,57.6601,4,27.3125
AJ-10960,Astrea Jones,Consumer,West,10.64,2.7664,1,26.0
AM-10360,Alice McCarthy,Corporate,Central,72.6,17.6574,3,30.416666666666668
AM-10360,Alice McCarthy,Corporate,East,129.832,-59.909000000000006,2,-9.875
AM-10360,Alice McCarthy,Corporate,West,611.58,237.2394,7,39.785714285714285
AM-10705,Anne McFarland,Consumer,Central,383.84,47.98,1,12.5
AM-10705,Anne McFarland,Consumer,East,2116.5060000000003,472.0844,7,31.184285714285714
AM-10705,Anne McFarland,Consumer,South,2229.212,392.79040000000003,11,19.029999999999998
AM-10705,Anne McFarland,Consumer,West,934.4639999999999,172.8778,3,33.416666666666664
AO-10810,Anthony O'Donnell,Corporate,West,161.28,12.096,1,7.5
AP-10720,Anne Pryor,Home Office,Central,27.168,-1.3584,1,-5.0
AP-10720,Anne Pryor,Home Office,East,513.784,68.2718,8,22.416249999999998
AP-10720,Anne Pryor,Home Office,South,79.3,-8.961400000000001,3,-1.0266666666666662
AP-10720,Anne Pryor,Home Office,West,1018.3019999999999,227.83679999999998,7,24.071428571428573
AP-10915,Arthur Prichep,Consumer,South,952.908,199.9944,8,32.28125
AP-10915,Arthur Prichep,Consumer,West,2370.648,379.3169,23,21.018260869565214
AR-10345,Alex Russell,Corporate,Central,265.086,17.6652,2,11.16
AR-10345,Alex Russell,Corporate,East,790.608,-238.71959999999999,3,-10.556666666666667
AR-10405,Allen Rosenblatt,Corporate,Central,41.28,19.8144,1,48.0
AR-10405,Allen Rosenblatt,Corporate,East,1689.364,-241.3974,3,12.333333333333334
AR-10405,Allen Rosenblatt,Corporate,South,239.7,105.468,1,44.0
AR-10405,Allen Rosenblatt,Corporate,West,265.784,17.3504,2,6.875
AR-10510,Andrew Roberts,Consumer,Central,10.8,5.184,1,48.0
AR-10510,Andrew Roberts,Consumer,East,195.744,10.4919,5,-11.716
AR-10510,Andrew Roberts,Consumer,West,58.32,27.9936,1,48.0
AR-10540,Andy Reiter,Consumer,Central,5802.7,2602.0939,3,38.333333333333336
AR-10540,Andy Reiter,Consumer,East,85.78,32.7341,3,38.75
AR-10540,Andy Reiter,Consumer,West,719.968,249.7928,3,38.25
AR-10570,Anemone Ratner,Consumer,South,88.15,32.633,2,38.5
AR-10825,Anthony Rawles,Corporate,Central,347.802,-24.843,1,-7.14
AR-10825,Anthony Rawles,Corporate,East,765.076,-9.24100000000001,5,21.462
AR-10825,Anthony Rawles,Corporate,West,3410.458,528.9192,7,25.142857142857142
AS-10045,Aaron Smayling,Corporate,Central,1476.27,-251.2959,2,8.335
AS-10045,Aaron Smayling,Corporate,East,65.78,32.2322,1,49.0
AS-10045,Aaron Smayling,Corporate,South,771.614,-53.6656,4,-33.082499999999996
AS-10045,Aaron Smayling,Corporate,West,737.028,19.154700000000005,3,-17.59
AS-10090,Adam Shillingsburg,Consumer,Central,1252.316,274.4242,11,8.181818181818182
AS-10090,Adam Shillingsburg,Consumer,East,1954.3739999999998,-223.91400000000002,12,7.939166666666666
AS-10090,Adam Shillingsburg,Consumer,South,34.65,10.395,1,30.0
AS-10090,Adam Shillingsburg,Consumer,West,13.97,3.6322,1,26.0
AS-10135,Adrian Shami,Home Office,East,54.64,20.3448,2,40.875
AS-10135,Adrian Shami,Home Office,West,4.18,1.5048,1,36.0
AS-10225,Alan Schoenberger,Corporate,East,26.8,12.864,1,48.0
AS-10225,Alan Schoenberger,Corporate,South,2216.8,444.6902,3,14.333333333333334
AS-10225,Alan Schoenberger,Corporate,West,2017.1840000000002,262.22090000000003,9,28.77777777777778
AS-10240,Alan Shonely,Consumer,East,139.816,-22.098200000000006,5,-3.4159999999999995
AS-10240,Alan Shonely,Consumer,South,376.342,35.0436,6,-10.666666666666666
AS-10240,Alan Shonely,Consumer,West,68.45,20.770400000000002,2,38.5
AS-10285,Alejandro Savely,Corporate,Central,2879.8720000000003,292.12239999999997,4,-24.625
AS-10285,Alejandro Savely,Corporate,East,23.988,-15.992,1,-66.67
AS-10285,Alejandro Savely,Corporate,West,310.376,78.49719999999999,3,34.0
AS-10630,Ann Steele,Home Office,Central,372.44599999999997,56.8968,3,26.526666666666667
AS-10630,Ann Steele,Home Office,East,5.68,1.917,1,33.75
AS-10630,Ann Steele,Home Office,South,49.976,18.452099999999998,5,36.85
AS-10630,Ann Steele,Home Office,West,405.29600000000005,59.226000000000006,3,16.583333333333332
AT-10435,Alyssa Tate,Home Office,East,16.862,-1.7024000000000004,2,-27.0
AT-10435,Alyssa Tate,Home Office,South,3.444,-2.5256,1,-73.33
AT-10435,Alyssa Tate,Home Office,West,1151.508,105.10480000000001,6,25.25
AT-10735,Annie Thurman,Consumer,Central,399.904,25.193,3,7.083333333333333
AT-10735,Annie Thurman,Consumer,East,3126.156,852.2062000000001,8,27.59375
AT-10735,Annie Thurman,Consumer,South,147.344,49.7286,2,33.75
AT-10735,Annie Thurman,Consumer,West,158.46,46.9792,3,21.583333333333332
AW-10840,Anthony Witt,Consumer,Central,30.264000000000003,-13.8837,2,-78.125
AW-10840,Anthony Witt,Consumer,East,321.248,26.9448,2,21.25
AW-10840,Anthony Witt,Consumer,West,297.86400000000003,52.7114,4,22.0625
AW-10930,Arthur Wiediger,Home Office,Central,1748.02,-250.2484,11,-48.289090909090916
AW-10930,Arthur Wiediger,Home Office,East,4.928,1.7248,1,35.0
AW-10930,Arthur Wiediger,Home Office,West,1100.02,143.97500000000002,4,22.5625
AY-10555,Andy Yotov,Corporate,East,8.016,1.1022,1,13.75
AY-10555,Andy Yotov,Corporate,West,488.998,102.2477,9,28.13888888888889
AZ-10750,Annie Zypern,Consumer,Central,146.72,22.848,4,22.8125
AZ-10750,Annie Zypern,Consumer,East,403.416,75.0965,2,22.39
AZ-10750,Annie Zypern,Consumer,West,1071.8819999999998,57.00580000000001,6,15.333333333333334
BB-10990,Barry Blumstein,Corporate,Central,374.076,-8.215999999999994,2,-74.375
BB-10990,Barry Blumstein,Corporate,East,17.48,1.311,1,7.5
BB-10990,Barry Blumstein,Corporate,West,352.784,18.4889,5,22.65
BB-11545,Brenda Bowman,Corporate,Central,1971.9099999999999,332.96729999999997,11,-35.458181818181814
BB-11545,Brenda Bowman,Corporate,East,2256.75,471.378,5,23.6
BB-11545,Brenda Bowman,Corporate,South,1158.12,130.2885,1,11.25
BB-11545,Brenda Bowman,Corporate,West,1378.948,80.4412,3,2.9166666666666665
BC-11125,Becky Castell,Home Office,Central,340.116,-9.7176,1,-2.86
BC-11125,Becky Castell,Home Office,East,669.3779999999999,137.1876,5,20.038
BC-11125,Becky Castell,Home Office,West,1924.182,124.1274,12,16.708333333333332
BD-11320,Bill Donatelli,Consumer,Central,2924.55,901.6755,3,36.666666666666664
BD-11320,Bill Donatelli,Consumer,East,562.495,17.266000000000002,3,29.046666666666667
BD-11320,Bill Donatelli,Consumer,West,2231.476,175.5622,13,20.384615384615383
BD-11500,Bradley Drucker,Consumer,Central,813.174,309.0769,4,-13.375
BD-11500,Bradley Drucker,Consumer,South,3228.0899999999997,859.8217999999999,4,35.25
BD-11500,Bradley Drucker,Consumer,West,369.97900000000004,-26.7762,2,9.379999999999999
BD-11560,Brendan Dodson,Home Office,South,151.96,36.4704,1,24.0
BD-11560,Brendan Dodson,Home Office,West,168.58,80.2436,3,48.0
BD-11605,Brian Dahlen,Consumer,East,192.986,10.434,2,23.5
BD-11605,Brian Dahlen,Consumer,South,910.454,281.4785,10,34.4
BD-11605,Brian Dahlen,Consumer,West,2185.031,342.9338,8,23.30375
BD-11620,Brian DeCherney,Consumer,Central,582.0699999999999,78.0919,2,14.5
BD-11620,Brian DeCherney,Consumer,East,148.128,-14.931999999999999,3,-3.6099999999999994
BD-11620,Brian DeCherney,Consumer,South,310.688,108.7408,1,35.0
BD-11620,Brian DeCherney,Consumer,West,497.224,34.8562,2,6.875
BD-11635,Brian Derr,Consumer,East,511.646,113.844,4,25.7575
BD-11635,Brian Derr,Consumer,South,71.0,27.69,1,39.0
BD-11725,Bruce Degenhardt,Consumer,East,46.72,17.52,1,37.5
BD-11725,Bruce Degenhardt,Consumer,South,1294.83,276.02750000000003,6,28.166666666666668
BD-11725,Bruce Degenhardt,Consumer,West,184.95,40.4316,3,35.0
BD-11770,Bryan Davis,Consumer,Central,86.352,5.397,1,6.25
BD-11770,Bryan Davis,Consumer,East,428.87399999999997,73.9058,5,18.25
BD-11770,Bryan Davis,Consumer,West,143.24,61.9622,4,40.5625
BE-11335,Bill Eplett,Home Office,Central,3501.8959999999997,1241.4347,4,31.6875
BE-11335,Bill Eplett,Home Office,East,490.94000000000005,170.0768,4,39.75
BE-11335,Bill Eplett,Home Office,West,211.84,76.2624,1,36.0
BE-11410,Bobby Elias,Consumer,Central,1918.326,635.0619,2,33.375
BE-11410,Bobby Elias,Consumer,East,30.352,10.6232,1,35.0
BE-11410,Bobby Elias,Consumer,South,251.64,88.074,1,35.0
BE-11410,Bobby Elias,Consumer,West,61.12,22.156,1,36.25
BE-11455,Brad Eason,Home Office,Central,188.32,54.9304,3,34.0
BE-11455,Brad Eason,Home Office,East,1539.332,84.2704,10,8.842
BF-10975,Barbara Fisher,Corporate,Central,328.54,157.37770000000003,3,46.666666666666664
BF-10975,Barbara Fisher,Corporate,East,49.724000000000004,14.3503,3,28.25
BF-10975,Barbara Fisher,Corporate,South,221.534,55.7104,7,14.0
BF-11005,Barry Franz,Home Office,Central,327.42,-388.28,2,-82.5
BF-11005,Barry Franz,Home Office,West,1006.46,96.8989,8,20.9375
BF-11020,Barry Französisch,Corporate,Central,1026.57,-11.586499999999987,11,-6.63909090909091
BF-11020,Barry Französisch,Corporate,East,1035.8,269.308,1,26.0
BF-11020,Barry Französisch,Corporate,South,269.4,-20.9436,4,2.1875
BF-11020,Barry Französisch,Corporate,West,556.736,65.2421,5,20.25
BF-11080,Bart Folk,Consumer,East,258.28,106.96629999999999,5,44.0
BF-11080,Bart Folk,Consumer,South,14.67,3.9609,1,27.0
BF-11170,Ben Ferrer,Home Office,Central,260.99199999999996,12.105199999999998,3,-0.8333333333333334
BF-11170,Ben Ferrer,Home Office,East,1851.232,435.95750000000004,6,25.166666666666668
BF-11170,Ben Ferrer,Home Office,South,1803.9339999999997,819.3965000000001,8,34.46875
BF-11170,Ben Ferrer,Home Office,West,1991.814,270.7535,10,18.275
BF-11215,Benjamin Farhat,Home Office,Central,748.556,178.7966,2,17.5
BF-11215,Benjamin Farhat,Home Office,East,56.52,21.4776,1,38.0
BF-11215,Benjamin Farhat,Home Office,West,780.086,322.93909999999994,5,40.0
BF-11275,Beth Fritzler,Corporate,South,403.28599999999994,37.9998,2,16.75
BF-11275,Beth Fritzler,Corporate,West,388.70399999999995,-12.129600000000003,2,10.0
BG-11035,Barry Gonzalez,Consumer,Central,244.47199999999998,-15.2392,5,4.5
BG-11035,Barry Gonzalez,Consumer,South,2554.476,-696.1882,7,5.618571428571428
BG-11695,Brooke Gillingham,Corporate,Central,878.778,-4.0888,2,11.285
BG-11695,Brooke Gillingham,Corporate,East,966.066,107.9943,5,28.665999999999997
BG-11695,Brooke Gillingham,Corporate,West,29.328,3.666,1,12.5
BG-11740,Bruce Geld,Consumer,Central,10.784,0.8088,1,7.5
BG-11740,Bruce Geld,Consumer,East,60.312,5.2773,1,8.75
BG-11740,Bruce Geld,Consumer,South,9.912,3.2214,1,32.5
BG-11740,Bruce Geld,Consumer,West,925.348,110.0404,4,20.75
BH-11710,Brosina Hoffman,Consumer,Central,830.038,-57.1373,5,5.272
BH-11710,Brosina Hoffman,Consumer,East,1130.298,428.02790000000005,4,30.375
BH-11710,Brosina Hoffman,Consumer,South,580.711,131.1305,8,-0.6875
BH-11710,Brosina Hoffman,Consumer,West,3714.304,300.76869999999997,7,19.964285714285715
BK-11260,Berenike Kampe,Consumer,Central,314.54999999999995,-180.1676,6,-90.79166666666667
BK-11260,Berenike Kampe,Consumer,East,163.62,51.1464,3,33.333333333333336
BK-11260,Berenike Kampe,Consumer,West,180.96800000000002,65.2568,7,35.892857142857146
BM-11140,Becky Martin,Consumer,Central,10539.896,-1878.7892,7,-34.19285714285714
BM-11140,Becky Martin,Consumer,East,611.028,90.6378,6,25.666666666666668
BM-11140,Becky Martin,Consumer,West,638.706,128.1933,3,24.583333333333332
BM-11575,Brendan Murry,Corporate,Central,219.636,-55.0725,3,-40.0
BM-11575,Brendan Murry,Corporate,East,545.136,142.8734,5,27.8
BM-11575,Brendan Murry,Corporate,West,43.39,7.7806999999999995,2,19.5
BM-11650,Brian Moss,Corporate,Central,3249.753,1012.1517,16,34.314375
BM-11650,Brian Moss,Corporate,East,3524.449,1135.1148,11,14.03
BM-11650,Brian Moss,Corporate,West,519.9830000000001,52.0116,2,21.105
BM-11785,Bryan Mills,Consumer,Central,895.888,147.6818,2,16.25
BM-11785,Bryan Mills,Consumer,East,175.466,-34.2628,8,-14.46875
BM-11785,Bryan Mills,Consumer,South,209.38400000000001,20.8968,2,18.75
BM-11785,Bryan Mills,Consumer,West,58.104,3.4280999999999997,2,5.875
BN-11470,Brad Norvell,Corporate,Central,49.616,4.9616,1,10.0
BN-11470,Brad Norvell,Corporate,East,12.576,4.0872,1,32.5
BN-11470,Brad Norvell,Corporate,South,192.424,24.680699999999998,3,20.416666666666668
BN-11470,Brad Norvell,Corporate,West,10.68,2.8836,1,27.0
BN-11515,Bradley Nguyen,Consumer,Central,249.92000000000002,108.1918,5,42.6
BN-11515,Bradley Nguyen,Consumer,East,936.124,151.839,6,27.875
BN-11515,Bradley Nguyen,Consumer,West,273.3,80.6746,6,26.625
BO-11350,Bill Overfelt,Corporate,Central,1655.13,378.95700000000005,3,37.666666666666664
BO-11350,Bill Overfelt,Corporate,East,504.50600000000003,-164.4722,5,-21.834
BO-11350,Bill Overfelt,Corporate,West,523.092,64.2922,4,15.25
BO-11425,Bobby Odegard,Consumer,East,6.08,2.0672,1,34.0
BO-11425,Bobby Odegard,Consumer,South,124.75,57.385,1,46.0
BP-11050,Barry Pond,Corporate,Central,24.04,-0.3780000000000001,2,-74.375
BP-11050,Barry Pond,Corporate,East,926.0799999999999,197.096,3,25.0
BP-11050,Barry Pond,Corporate,West,33.3,13.065,2,37.5
BP-11095,Bart Pistole,Corporate,Central,108.438,-31.3596,2,-88.125
BP-11095,Bart Pistole,Corporate,East,1153.906,265.03319999999997,5,30.9
BP-11095,Bart Pistole,Corporate,South,104.338,19.1318,2,-20.835
BP-11095,Bart Pistole,Corporate,West,1075.362,181.1697,11,31.15909090909091
BP-11155,Becky Pak,Consumer,East,530.6949999999999,194.0583,7,20.381428571428575
BP-11155,Becky Pak,Consumer,South,18.84,7.9128,1,42.0
BP-11155,Becky Pak,Consumer,West,1148.326,445.4136,3,35.0
BP-11185,Ben Peterman,Corporate,Central,1344.813,52.098499999999994,3,-6.07
BP-11185,Ben Peterman,Corporate,East,1241.812,134.34500000000003,4,-3.5425000000000004
BP-11185,Ben Peterman,Corporate,South,6.992,0.5244,1,7.5
BP-11185,Ben Peterman,Corporate,West,1082.244,176.6312,10,23.8
BP-11230,Benjamin Patterson,Consumer,Central,12.86,6.0451999999999995,2,47.0
BP-11230,Benjamin Patterson,Consumer,East,1022.97,-255.7425,1,-25.0
BP-11230,Benjamin Patterson,Consumer,West,145.66,52.4278,3,34.666666666666664
BP-11290,Beth Paige,Consumer,Central,510.286,-110.8121,5,-3.178
BP-11290,Beth Paige,Consumer,East,508.02299999999997,-190.3206,5,-17.582
BP-11290,Beth Paige,Consumer,South,370.184,2.0358,2,16.25
BP-11290,Beth Paige,Consumer,West,1086.664,-19.9668,4,7.5
BS-11365,Bill Shonely,Corporate,Central,64.59,24.2049,2,24.5
BS-11365,Bill Shonely,Corporate,East,10022.293,2558.5802,4,31.5
BS-11365,Bill Shonely,Corporate,South,344.91,10.3473,1,3.0
BS-11365,Bill Shonely,Corporate,West,69.86,22.932000000000002,2,32.5
BS-11380,Bill Stewart,Corporate,Central,12.624,3.945,1,31.25
BS-11380,Bill Stewart,Corporate,East,1716.646,285.2692,4,12.0825
BS-11380,Bill Stewart,Corporate,West,2158.564,-306.7464,8,-26.115000000000002
BS-11590,Brendan Sweed,Corporate,Central,33.4,12.358,1,37.0
BS-11590,Brendan Sweed,Corporate,East,438.576,26.6619,6,-43.5
BS-11590,Brendan Sweed,Corporate,South,701.96,168.4704,1,24.0
BS-11590,Brendan Sweed,Corporate,West,1280.992,174.2904,2,23.75
BS-11665,Brian Stugart,Consumer,Central,1328.128,62.269200000000005,3,-51.666666666666664
BS-11665,Brian Stugart,Consumer,East,86.376,1.0797,1,1.25
BS-11665,Brian Stugart,Consumer,West,1873.606,175.3879,7,21.25
BS-11755,Bruce Stewart,Consumer,Central,933.95,82.9499,4,27.5
BS-11755,Bruce Stewart,Consumer,East,1011.5720000000001,-140.589,3,2.3599999999999994
BS-11755,Bruce Stewart,Consumer,West,616.86,-55.6593,7,13.79142857142857
BS-11800,Bryan Spruell,Home Office,East,760.8,116.9461,6,36.833333333333336
BS-11800,Bryan Spruell,Home Office,West,188.63,77.1055,2,38.0
BT-11305,Beth Thompson,Home Office,Central,17.12,4.9648,1,29.0
BT-11305,Beth Thompson,Home Office,West,2550.536,412.62699999999995,8,27.375
BT-11395,Bill Tyler,Corporate,Central,1384.8100000000002,205.93669999999997,3,29.0
BT-11395,Bill Tyler,Corporate,East,20.451,-1.1835,2,-31.46
BT-11395,Bill Tyler,Corporate,West,781.3520000000001,53.1631,5,23.95
BT-11440,Bobby Trafton,Consumer,Central,91.534,33.6506,2,40.5
